Ticker,Price,Number of Shares to Buy,One-Year Price Return,One-Year Return Percentile,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,HQM Score
AMGN,232.69,859,-0.004650969000713368,46.83168316831683,0.017459772855682603,46.83168316831683,-0.08330752997327258,46.83168316831683,-0.01629097706254565,46.83168316831683,46.83168316831683
AMP,201.06,994,0.21329285059763473,46.73267326732673,0.2725983948704446,46.73267326732673,0.2518617458768926,46.73267326732673,0.14727017361185188,46.73267326732673,46.73267326732673
AMT,226.38,883,0.0773641086577669,46.633663366336634,-0.14739137260939433,46.633663366336634,-0.10090649628263805,46.633663366336634,-0.075312113656562,46.633663366336634,46.633663366336634
AMZN,3254.0,61,0.8218010834950515,46.53465346534654,0.2736033498941954,46.53465346534654,-0.041662024169429546,46.53465346534654,-0.046382504959630845,46.53465346534654,46.53465346534654
ANET,275.95,724,0.45956274008574655,46.43564356435643,0.1774094743020703,46.43564356435643,0.3083348426500196,46.43564356435643,0.04996481155738756,46.43564356435643,46.43564356435643
ANSS,357.7,559,0.34813126194502314,46.336633663366335,0.19158193279828484,46.336633663366335,0.0644215883740683,46.336633663366335,0.015512207383162138,46.336633663366335,46.336633663366335
ANTM,332.16,602,0.13546402959469356,46.23762376237624,0.12059757994574015,46.23762376237624,0.16466215207594426,46.23762376237624,0.02295143081042727,46.23762376237624,46.23762376237624
AON,209.7,953,0.3396152235220053,46.13861386138614,0.03994125397037434,46.13861386138614,0.02482629815482237,46.13861386138614,0.09138013962401985,46.13861386138614,46.13861386138614
AOS,57.51,3477,0.21488499686807655,46.039603960396036,0.0770009127571904,46.039603960396036,0.14374485630150552,46.039603960396036,0.013822886716690498,46.039603960396036,46.039603960396036
APA,14.91,13413,-0.2497163688594982,45.94059405940594,-0.0891535303445863,45.94059405940594,0.003305000778796193,45.94059405940594,0.712815090859874,45.94059405940594,45.94059405940594
APD,274.37,728,0.19077231507171044,45.84158415841584,0.09825413572198634,45.84158415841584,-0.09680003092621048,45.84158415841584,-0.12323677643362654,45.84158415841584,45.84158415841584
APH,134.06,1491,0.2942058606523132,45.742574257425744,0.2556326619996289,45.742574257425744,0.23415561643636068,45.742574257425744,0.10402941285735187,45.742574257425744,45.742574257425744
APTV,124.72,1603,0.3331085661733059,45.64356435643565,0.4518840611896346,45.64356435643565,0.44356521519098746,45.64356435643565,0.18668748882677424,45.64356435643565,45.64356435643565
ARE,175.47,1139,0.0852796678944824,45.54455445544554,0.09361527302813993,45.54455445544554,0.03493588895986401,45.54455445544554,0.09093272296250994,45.54455445544554,45.54455445544554
ATO,101.7,1966,-0.0680565662970124,45.445544554455445,-0.0590706907893817,45.445544554455445,0.0067315905857118,45.445544554455445,0.0471824489342647,45.445544554455445,45.445544554455445
ATVI,85.45,2340,0.5083329784678347,45.34653465346535,0.18501876404310078,45.34653465346535,0.04285039393742122,45.34653465346535,0.044210097502159,45.34653465346535,45.34653465346535
AVB,175.43,N/A,-0.17515423566836,45.24752475247525,0.021597206575920173,45.24752475247525,0.07662367644538783,45.24752475247525,0.1717700332673878,45.24752475247525,45.24752475247525
